Processing problem size: 100
Please wait, computing 10000 TSP100 instances...
[1/10000] Instance: TSP100_0, dim: 100, BKS: 7.4015, NN cost: 9.1535, GAP: 23.6711%
[253/10000] Instance: TSP100_252, dim: 100, BKS: 7.5965, NN cost: 8.9714, GAP: 18.0991%
[254/10000] Instance: TSP100_253, dim: 100, BKS: 8.1571, NN cost: 9.7528, GAP: 19.5618%
[255/10000] Instance: TSP100_254, dim: 100, BKS: 8.0871, NN cost: 10.1314, GAP: 25.2778%
[256/10000] Instance: TSP100_255, dim: 100, BKS: 7.6215, NN cost: 8.1528, GAP: 6.9716%
[257/10000] Instance: TSP100_256, dim: 100, BKS: 7.8689, NN cost: 9.7775, GAP: 24.2554%
[258/10000] Instance: TSP100_257, dim: 100, BKS: 7.7723, NN cost: 10.6165, GAP: 36.5939%
[259/10000] Instance: TSP100_258, dim: 100, BKS: 7.6412, NN cost: 9.3912, GAP: 22.9020%
[260/10000] Instance: TSP100_259, dim: 100, BKS: 7.7464, NN cost: 9.2995, GAP: 20.0496%
[261/10000] Instance: TSP100_260, dim: 100, BKS: 8.0854, NN cost: 9.4651, GAP: 17.0646%
[262/10000] Instance: TSP100_261, dim: 100, BKS: 7.8548, NN cost: 10.1885, GAP: 29.7104%
[263/10000] Instance: TSP100_262, dim: 100, BKS: 7.9796, NN cost: 9.6220, GAP: 20.5828%
[264/10000] Instance: TSP100_263, dim: 100, BKS: 7.9827, NN cost: 10.1159, GAP: 26.7222%
[265/10000] Instance: TSP100_264, dim: 100, BKS: 7.9073, NN cost: 10.8164, GAP: 36.7895%
[266/10000] Instance: TSP100_265, dim: 100, BKS: 7.6447, NN cost: 8.9577, GAP: 17.1749%
[267/10000] Instance: TSP100_266, dim: 100, BKS: 7.7664, NN cost: 9.6087, GAP: 23.7223%
[268/10000] Instance: TSP100_267, dim: 100, BKS: 7.9729, NN cost: 9.4914, GAP: 19.0463%
[269/10000] Instance: TSP100_268, dim: 100, BKS: 7.6183, NN cost: 9.5499, GAP: 25.3546%
[270/10000] Instance: TSP100_269, dim: 100, BKS: 7.3113, NN cost: 8.6316, GAP: 18.0572%
[271/10000] Instance: TSP100_270, dim: 100, BKS: 7.8339, NN cost: 9.7446, GAP: 24.3891%
[272/10000] Instance: TSP100_271, dim: 100, BKS: 7.3286, NN cost: 9.8063, GAP: 33.8080%
[273/10000] Instance: TSP100_272, dim: 100, BKS: 7.9429, NN cost: 10.3456, GAP: 30.2502%
[274/10000] Instance: TSP100_273, dim: 100, BKS: 7.9388, NN cost: 10.0531, GAP: 26.6320%
[275/10000] Instance: TSP100_274, dim: 100, BKS: 7.9682, NN cost: 9.6751, GAP: 21.4220%
[276/10000] Instance: TSP100_275, dim: 100, BKS: 7.6550, NN cost: 9.1502, GAP: 19.5322%
[277/10000] Instance: TSP100_276, dim: 100, BKS: 7.7464, NN cost: 9.1727, GAP: 18.4127%
[278/10000] Instance: TSP100_277, dim: 100, BKS: 8.1806, NN cost: 10.0584, GAP: 22.9546%
[279/10000] Instance: TSP100_278, dim: 100, BKS: 7.7876, NN cost: 10.7773, GAP: 38.3910%
[280/10000] Instance: TSP100_279, dim: 100, BKS: 7.9742, NN cost: 9.0902, GAP: 13.9950%
[281/10000] Instance: TSP100_280, dim: 100, BKS: 7.4260, NN cost: 9.0279, GAP: 21.5718%
[282/10000] Instance: TSP100_281, dim: 100, BKS: 7.5729, NN cost: 9.0881, GAP: 20.0078%
[283/10000] Instance: TSP100_282, dim: 100, BKS: 7.4874, NN cost: 8.5927, GAP: 14.7622%
[284/10000] Instance: TSP100_283, dim: 100, BKS: 7.5834, NN cost: 9.4426, GAP: 24.5177%
[285/10000] Instance: TSP100_284, dim: 100, BKS: 7.7818, NN cost: 10.1361, GAP: 30.2539%
[286/10000] Instance: TSP100_285, dim: 100, BKS: 8.0955, NN cost: 10.4307, GAP: 28.8451%
[287/10000] Instance: TSP100_286, dim: 100, BKS: 7.4228, NN cost: 8.2078, GAP: 10.5753%
[288/10000] Instance: TSP100_287, dim: 100, BKS: 7.6962, NN cost: 9.6846, GAP: 25.8364%
[289/10000] Instance: TSP100_288, dim: 100, BKS: 7.8244, NN cost: 10.1857, GAP: 30.1782%
[290/10000] Instance: TSP100_289, dim: 100, BKS: 7.8282, NN cost: 10.9814, GAP: 40.2804%
[291/10000] Instance: TSP100_290, dim: 100, BKS: 7.9403, NN cost: 9.4066, GAP: 18.4671%
[292/10000] Instance: TSP100_291, dim: 100, BKS: 7.8098, NN cost: 9.9534, GAP: 27.4485%
[293/10000] Instance: TSP100_292, dim: 100, BKS: 7.8675, NN cost: 10.1602, GAP: 29.1420%
[294/10000] Instance: TSP100_293, dim: 100, BKS: 7.8814, NN cost: 9.6768, GAP: 22.7797%
[295/10000] Instance: TSP100_294, dim: 100, BKS: 7.6283, NN cost: 10.7577, GAP: 41.0233%
[296/10000] Instance: TSP100_295, dim: 100, BKS: 7.8095, NN cost: 9.7795, GAP: 25.2260%
[297/10000] Instance: TSP100_296, dim: 100, BKS: 7.7661, NN cost: 10.1578, GAP: 30.7971%
[298/10000] Instance: TSP100_297, dim: 100, BKS: 7.5888, NN cost: 9.0784, GAP: 19.6283%
[299/10000] Instance: TSP100_298, dim: 100, BKS: 7.8609, NN cost: 9.4343, GAP: 20.0143%
[300/10000] Instance: TSP100_299, dim: 100, BKS: 7.9119, NN cost: 9.3393, GAP: 18.0411%
[301/10000] Instance: TSP100_300, dim: 100, BKS: 8.0629, NN cost: 9.7943, GAP: 21.4730%
[302/10000] Instance: TSP100_301, dim: 100, BKS: 7.7493, NN cost: 9.1952, GAP: 18.6576%
[303/10000] Instance: TSP100_302, dim: 100, BKS: 7.7588, NN cost: 9.8798, GAP: 27.3378%
[304/10000] Instance: TSP100_303, dim: 100, BKS: 8.0540, NN cost: 9.0857, GAP: 12.8104%
[305/10000] Instance: TSP100_304, dim: 100, BKS: 7.6877, NN cost: 9.4374, GAP: 22.7599%
[306/10000] Instance: TSP100_305, dim: 100, BKS: 7.4316, NN cost: 8.6827, GAP: 16.8358%
[307/10000] Instance: TSP100_306, dim: 100, BKS: 8.1290, NN cost: 10.8062, GAP: 32.9341%
[308/10000] Instance: TSP100_307, dim: 100, BKS: 8.3142, NN cost: 10.1446, GAP: 22.0142%
[309/10000] Instance: TSP100_308, dim: 100, BKS: 8.2353, NN cost: 9.9163, GAP: 20.4127%
[310/10000] Instance: TSP100_309, dim: 100, BKS: 7.6623, NN cost: 9.1663, GAP: 19.6290%
[311/10000] Instance: TSP100_310, dim: 100, BKS: 7.9977, NN cost: 10.1862, GAP: 27.3645%
[312/10000] Instance: TSP100_311, dim: 100, BKS: 7.8313, NN cost: 10.1206, GAP: 29.2336%
[313/10000] Instance: TSP100_312, dim: 100, BKS: 7.3859, NN cost: 9.0598, GAP: 22.6630%
[314/10000] Instance: TSP100_313, dim: 100, BKS: 7.8425, NN cost: 9.8562, GAP: 25.6775%
[315/10000] Instance: TSP100_314, dim: 100, BKS: 7.8903, NN cost: 9.1986, GAP: 16.5801%
[316/10000] Instance: TSP100_315, dim: 100, BKS: 7.6645, NN cost: 10.5003, GAP: 37.0005%
[317/10000] Instance: TSP100_316, dim: 100, BKS: 7.5498, NN cost: 10.0248, GAP: 32.7829%
[318/10000] Instance: TSP100_317, dim: 100, BKS: 7.6451, NN cost: 9.4880, GAP: 24.1060%
[319/10000] Instance: TSP100_318, dim: 100, BKS: 7.4574, NN cost: 9.4519, GAP: 26.7449%
[320/10000] Instance: TSP100_319, dim: 100, BKS: 7.5751, NN cost: 9.3019, GAP: 22.7953%
[321/10000] Instance: TSP100_320, dim: 100, BKS: 7.6622, NN cost: 10.9771, GAP: 43.2624%
[322/10000] Instance: TSP100_321, dim: 100, BKS: 7.5938, NN cost: 9.4414, GAP: 24.3307%
[323/10000] Instance: TSP100_322, dim: 100, BKS: 7.8952, NN cost: 9.1834, GAP: 16.3159%
[324/10000] Instance: TSP100_323, dim: 100, BKS: 8.0238, NN cost: 10.4352, GAP: 30.0533%
[325/10000] Instance: TSP100_324, dim: 100, BKS: 7.7161, NN cost: 9.2880, GAP: 20.3720%
[326/10000] Instance: TSP100_325, dim: 100, BKS: 8.0748, NN cost: 9.9877, GAP: 23.6891%
[327/10000] Instance: TSP100_326, dim: 100, BKS: 7.5692, NN cost: 9.7626, GAP: 28.9783%
[328/10000] Instance: TSP100_327, dim: 100, BKS: 7.1485, NN cost: 8.6919, GAP: 21.5915%
[329/10000] Instance: TSP100_328, dim: 100, BKS: 7.9315, NN cost: 9.8378, GAP: 24.0342%
[330/10000] Instance: TSP100_329, dim: 100, BKS: 7.6527, NN cost: 9.1120, GAP: 19.0689%
[331/10000] Instance: TSP100_330, dim: 100, BKS: 7.9798, NN cost: 10.5232, GAP: 31.8744%
[332/10000] Instance: TSP100_331, dim: 100, BKS: 7.3445, NN cost: 8.9839, GAP: 22.3218%
[333/10000] Instance: TSP100_332, dim: 100, BKS: 7.7659, NN cost: 10.0936, GAP: 29.9736%
[334/10000] Instance: TSP100_333, dim: 100, BKS: 7.9772, NN cost: 10.7260, GAP: 34.4582%
[335/10000] Instance: TSP100_334, dim: 100, BKS: 7.3575, NN cost: 9.2566, GAP: 25.8115%
[336/10000] Instance: TSP100_335, dim: 100, BKS: 8.1217, NN cost: 10.6825, GAP: 31.5309%
[337/10000] Instance: TSP100_336, dim: 100, BKS: 7.5994, NN cost: 8.9473, GAP: 17.7373%
[338/10000] Instance: TSP100_337, dim: 100, BKS: 7.4284, NN cost: 8.5952, GAP: 15.7075%
[339/10000] Instance: TSP100_338, dim: 100, BKS: 7.6211, NN cost: 8.9460, GAP: 17.3853%
[340/10000] Instance: TSP100_339, dim: 100, BKS: 7.9108, NN cost: 9.3020, GAP: 17.5859%
[341/10000] Instance: TSP100_340, dim: 100, BKS: 8.0764, NN cost: 9.5577, GAP: 18.3408%
[342/10000] Instance: TSP100_341, dim: 100, BKS: 7.4584, NN cost: 8.7885, GAP: 17.8342%
[343/10000] Instance: TSP100_342, dim: 100, BKS: 7.6352, NN cost: 9.4320, GAP: 23.5332%
[344/10000] Instance: TSP100_343, dim: 100, BKS: 7.2830, NN cost: 8.9276, GAP: 22.5811%
[345/10000] Instance: TSP100_344, dim: 100, BKS: 7.8026, NN cost: 9.5318, GAP: 22.1614%
[346/10000] Instance: TSP100_345, dim: 100, BKS: 7.4868, NN cost: 9.1066, GAP: 21.6360%
[347/10000] Instance: TSP100_346, dim: 100, BKS: 7.4907, NN cost: 9.2997, GAP: 24.1503%
[348/10000] Instance: TSP100_347, dim: 100, BKS: 7.7299, NN cost: 9.8673, GAP: 27.6508%
[349/10000] Instance: TSP100_348, dim: 100, BKS: 7.4660, NN cost: 9.3062, GAP: 24.6480%
[350/10000] Instance: TSP100_349, dim: 100, BKS: 7.7264, NN cost: 8.7415, GAP: 13.1387%
[351/10000] Instance: TSP100_350, dim: 100, BKS: 7.7880, NN cost: 10.0703, GAP: 29.3041%
[352/10000] Instance: TSP100_351, dim: 100, BKS: 7.6587, NN cost: 10.2301, GAP: 33.5750%
[353/10000] Instance: TSP100_352, dim: 100, BKS: 7.8358, NN cost: 9.1801, GAP: 17.1563%
[354/10000] Instance: TSP100_353, dim: 100, BKS: 7.8199, NN cost: 9.3407, GAP: 19.4478%
[355/10000] Instance: TSP100_354, dim: 100, BKS: 8.0638, NN cost: 10.3569, GAP: 28.4367%
[356/10000] Instance: TSP100_355, dim: 100, BKS: 7.5312, NN cost: 9.3582, GAP: 24.2586%
[357/10000] Instance: TSP100_356, dim: 100, BKS: 7.6306, NN cost: 9.9142, GAP: 29.9268%
[358/10000] Instance: TSP100_357, dim: 100, BKS: 7.8337, NN cost: 8.9317, GAP: 14.0158%
[359/10000] Instance: TSP100_358, dim: 100, BKS: 7.5056, NN cost: 8.5668, GAP: 14.1389%
[360/10000] Instance: TSP100_359, dim: 100, BKS: 8.0069, NN cost: 10.6263, GAP: 32.7142%
[361/10000] Instance: TSP100_360, dim: 100, BKS: 7.6879, NN cost: 9.6041, GAP: 24.9249%
[362/10000] Instance: TSP100_361, dim: 100, BKS: 7.9403, NN cost: 10.0498, GAP: 26.5668%
[363/10000] Instance: TSP100_362, dim: 100, BKS: 7.4539, NN cost: 8.7347, GAP: 17.1839%
[364/10000] Instance: TSP100_363, dim: 100, BKS: 7.4271, NN cost: 9.5170, GAP: 28.1387%
[365/10000] Instance: TSP100_364, dim: 100, BKS: 7.8187, NN cost: 9.2864, GAP: 18.7721%
[366/10000] Instance: TSP100_365, dim: 100, BKS: 8.1083, NN cost: 10.3783, GAP: 27.9957%
[367/10000] Instance: TSP100_366, dim: 100, BKS: 7.6589, NN cost: 9.4122, GAP: 22.8918%
[368/10000] Instance: TSP100_367, dim: 100, BKS: 8.1221, NN cost: 10.4918, GAP: 29.1762%
[369/10000] Instance: TSP100_368, dim: 100, BKS: 7.5393, NN cost: 9.8664, GAP: 30.8664%
[370/10000] Instance: TSP100_369, dim: 100, BKS: 8.1638, NN cost: 10.0814, GAP: 23.4889%
[371/10000] Instance: TSP100_370, dim: 100, BKS: 7.6259, NN cost: 8.6136, GAP: 12.9513%
[372/10000] Instance: TSP100_371, dim: 100, BKS: 7.8396, NN cost: 9.0437, GAP: 15.3600%
[373/10000] Instance: TSP100_372, dim: 100, BKS: 7.8840, NN cost: 9.7116, GAP: 23.1808%
[374/10000] Instance: TSP100_373, dim: 100, BKS: 7.6786, NN cost: 9.3904, GAP: 22.2935%
[375/10000] Instance: TSP100_374, dim: 100, BKS: 7.6535, NN cost: 10.0362, GAP: 31.1325%
[376/10000] Instance: TSP100_375, dim: 100, BKS: 7.2468, NN cost: 8.5272, GAP: 17.6689%
[377/10000] Instance: TSP100_376, dim: 100, BKS: 7.7718, NN cost: 9.6711, GAP: 24.4375%
[378/10000] Instance: TSP100_377, dim: 100, BKS: 7.4815, NN cost: 8.9985, GAP: 20.2770%
[379/10000] Instance: TSP100_378, dim: 100, BKS: 7.9107, NN cost: 10.3505, GAP: 30.8419%
[380/10000] Instance: TSP100_379, dim: 100, BKS: 7.5997, NN cost: 9.6206, GAP: 26.5925%
[381/10000] Instance: TSP100_380, dim: 100, BKS: 7.9896, NN cost: 10.1357, GAP: 26.8615%
[382/10000] Instance: TSP100_381, dim: 100, BKS: 7.8160, NN cost: 9.2944, GAP: 18.9139%
[383/10000] Instance: TSP100_382, dim: 100, BKS: 7.7573, NN cost: 9.8925, GAP: 27.5242%
[384/10000] Instance: TSP100_383, dim: 100, BKS: 8.2547, NN cost: 9.4876, GAP: 14.9351%
[385/10000] Instance: TSP100_384, dim: 100, BKS: 7.7872, NN cost: 10.0221, GAP: 28.6996%
[386/10000] Instance: TSP100_385, dim: 100, BKS: 7.5964, NN cost: 10.4760, GAP: 37.9079%
[387/10000] Instance: TSP100_386, dim: 100, BKS: 7.6630, NN cost: 10.1659, GAP: 32.6621%
[388/10000] Instance: TSP100_387, dim: 100, BKS: 7.8991, NN cost: 9.9910, GAP: 26.4826%
[389/10000] Instance: TSP100_388, dim: 100, BKS: 7.3728, NN cost: 8.5975, GAP: 16.6121%
[390/10000] Instance: TSP100_389, dim: 100, BKS: 7.3084, NN cost: 8.5104, GAP: 16.4463%
[391/10000] Instance: TSP100_390, dim: 100, BKS: 8.0144, NN cost: 9.2281, GAP: 15.1433%
[392/10000] Instance: TSP100_391, dim: 100, BKS: 7.9868, NN cost: 10.1309, GAP: 26.8458%
[393/10000] Instance: TSP100_392, dim: 100, BKS: 8.1048, NN cost: 9.5881, GAP: 18.3020%
[394/10000] Instance: TSP100_393, dim: 100, BKS: 7.4796, NN cost: 8.6175, GAP: 15.2138%
[395/10000] Instance: TSP100_394, dim: 100, BKS: 8.1275, NN cost: 10.1923, GAP: 25.4044%
[396/10000] Instance: TSP100_395, dim: 100, BKS: 7.7467, NN cost: 10.1276, GAP: 30.7347%
[397/10000] Instance: TSP100_396, dim: 100, BKS: 8.0343, NN cost: 10.0951, GAP: 25.6506%
[398/10000] Instance: TSP100_397, dim: 100, BKS: 7.9911, NN cost: 10.2216, GAP: 27.9125%
[399/10000] Instance: TSP100_398, dim: 100, BKS: 7.6808, NN cost: 8.8473, GAP: 15.1876%
[400/10000] Instance: TSP100_399, dim: 100, BKS: 7.6414, NN cost: 9.7228, GAP: 27.2378%
[401/10000] Instance: TSP100_400, dim: 100, BKS: 7.6853, NN cost: 8.7973, GAP: 14.4688%
[402/10000] Instance: TSP100_401, dim: 100, BKS: 8.2429, NN cost: 10.6766, GAP: 29.5245%
[403/10000] Instance: TSP100_402, dim: 100, BKS: 7.7840, NN cost: 10.0368, GAP: 28.9417%
[404/10000] Instance: TSP100_403, dim: 100, BKS: 7.8149, NN cost: 10.4659, GAP: 33.9213%
[405/10000] Instance: TSP100_404, dim: 100, BKS: 7.8294, NN cost: 9.4983, GAP: 21.3156%
[406/10000] Instance: TSP100_405, dim: 100, BKS: 7.8038, NN cost: 9.6892, GAP: 24.1592%
[407/10000] Instance: TSP100_406, dim: 100, BKS: 7.5956, NN cost: 9.1690, GAP: 20.7146%
[408/10000] Instance: TSP100_407, dim: 100, BKS: 8.0168, NN cost: 9.8792, GAP: 23.2324%
[409/10000] Instance: TSP100_408, dim: 100, BKS: 7.8600, NN cost: 10.4377, GAP: 32.7947%
[410/10000] Instance: TSP100_409, dim: 100, BKS: 7.9059, NN cost: 10.3722, GAP: 31.1957%
[411/10000] Instance: TSP100_410, dim: 100, BKS: 7.6258, NN cost: 8.8166, GAP: 15.6156%
[412/10000] Instance: TSP100_411, dim: 100, BKS: 7.8852, NN cost: 9.6966, GAP: 22.9729%
[413/10000] Instance: TSP100_412, dim: 100, BKS: 8.1694, NN cost: 9.4656, GAP: 15.8661%
[414/10000] Instance: TSP100_413, dim: 100, BKS: 7.6458, NN cost: 9.4953, GAP: 24.1896%
[415/10000] Instance: TSP100_414, dim: 100, BKS: 7.9673, NN cost: 10.4726, GAP: 31.4444%
[416/10000] Instance: TSP100_415, dim: 100, BKS: 7.5457, NN cost: 9.7531, GAP: 29.2536%
[417/10000] Instance: TSP100_416, dim: 100, BKS: 7.8396, NN cost: 9.6742, GAP: 23.4013%
[418/10000] Instance: TSP100_417, dim: 100, BKS: 7.4997, NN cost: 8.9795, GAP: 19.7312%
[419/10000] Instance: TSP100_418, dim: 100, BKS: 7.7684, NN cost: 10.1011, GAP: 30.0284%
[420/10000] Instance: TSP100_419, dim: 100, BKS: 7.7051, NN cost: 9.2294, GAP: 19.7829%
[421/10000] Instance: TSP100_420, dim: 100, BKS: 8.0356, NN cost: 9.5328, GAP: 18.6324%
[422/10000] Instance: TSP100_421, dim: 100, BKS: 7.7234, NN cost: 9.4040, GAP: 21.7590%
[423/10000] Instance: TSP100_422, dim: 100, BKS: 8.1520, NN cost: 9.8576, GAP: 20.9222%
[424/10000] Instance: TSP100_423, dim: 100, BKS: 7.5459, NN cost: 9.1037, GAP: 20.6429%
[425/10000] Instance: TSP100_424, dim: 100, BKS: 7.9624, NN cost: 9.9452, GAP: 24.9022%
[426/10000] Instance: TSP100_425, dim: 100, BKS: 8.2416, NN cost: 9.9213, GAP: 20.3810%
[427/10000] Instance: TSP100_426, dim: 100, BKS: 8.2517, NN cost: 11.1535, GAP: 35.1663%
[428/10000] Instance: TSP100_427, dim: 100, BKS: 8.3477, NN cost: 9.6714, GAP: 15.8572%
[429/10000] Instance: TSP100_428, dim: 100, BKS: 7.6604, NN cost: 10.6812, GAP: 39.4344%
[430/10000] Instance: TSP100_429, dim: 100, BKS: 8.0447, NN cost: 10.0171, GAP: 24.5190%
[431/10000] Instance: TSP100_430, dim: 100, BKS: 8.0538, NN cost: 10.2065, GAP: 26.7289%
[432/10000] Instance: TSP100_431, dim: 100, BKS: 7.6786, NN cost: 9.4084, GAP: 22.5277%
[433/10000] Instance: TSP100_432, dim: 100, BKS: 7.6743, NN cost: 9.8463, GAP: 28.3012%
[434/10000] Instance: TSP100_433, dim: 100, BKS: 7.6140, NN cost: 9.1905, GAP: 20.7045%
[435/10000] Instance: TSP100_434, dim: 100, BKS: 8.1307, NN cost: 11.2532, GAP: 38.4031%
[436/10000] Instance: TSP100_435, dim: 100, BKS: 7.6585, NN cost: 9.4909, GAP: 23.9261%
[437/10000] Instance: TSP100_436, dim: 100, BKS: 7.8171, NN cost: 9.9306, GAP: 27.0365%
[438/10000] Instance: TSP100_437, dim: 100, BKS: 7.5104, NN cost: 8.8440, GAP: 17.7563%
[439/10000] Instance: TSP100_438, dim: 100, BKS: 7.7666, NN cost: 9.6669, GAP: 24.4668%
[440/10000] Instance: TSP100_439, dim: 100, BKS: 7.9910, NN cost: 9.8675, GAP: 23.4834%
[441/10000] Instance: TSP100_440, dim: 100, BKS: 7.8814, NN cost: 9.0517, GAP: 14.8491%
[442/10000] Instance: TSP100_441, dim: 100, BKS: 7.4661, NN cost: 9.0152, GAP: 20.7479%
[443/10000] Instance: TSP100_442, dim: 100, BKS: 7.9098, NN cost: 9.9607, GAP: 25.9275%
[444/10000] Instance: TSP100_443, dim: 100, BKS: 7.6611, NN cost: 9.6867, GAP: 26.4404%
[445/10000] Instance: TSP100_444, dim: 100, BKS: 7.6487, NN cost: 9.2715, GAP: 21.2169%
[446/10000] Instance: TSP100_445, dim: 100, BKS: 7.4080, NN cost: 8.8964, GAP: 20.0924%
[447/10000] Instance: TSP100_446, dim: 100, BKS: 7.4564, NN cost: 9.4887, GAP: 27.2552%
[448/10000] Instance: TSP100_447, dim: 100, BKS: 7.4894, NN cost: 9.4282, GAP: 25.8881%
[449/10000] Instance: TSP100_448, dim: 100, BKS: 8.0934, NN cost: 10.6351, GAP: 31.4051%
[450/10000] Instance: TSP100_449, dim: 100, BKS: 7.9362, NN cost: 9.4031, GAP: 18.4843%
[451/10000] Instance: TSP100_450, dim: 100, BKS: 7.9405, NN cost: 9.9885, GAP: 25.7927%
[452/10000] Instance: TSP100_451, dim: 100, BKS: 7.6411, NN cost: 10.3108, GAP: 34.9382%
[453/10000] Instance: TSP100_452, dim: 100, BKS: 7.6693, NN cost: 10.1096, GAP: 31.8183%
[454/10000] Instance: TSP100_453, dim: 100, BKS: 7.8718, NN cost: 9.9657, GAP: 26.5994%
[455/10000] Instance: TSP100_454, dim: 100, BKS: 7.7884, NN cost: 9.6925, GAP: 24.4479%
[456/10000] Instance: TSP100_455, dim: 100, BKS: 7.8827, NN cost: 9.6427, GAP: 22.3275%
[457/10000] Instance: TSP100_456, dim: 100, BKS: 7.8183, NN cost: 10.2369, GAP: 30.9349%
[458/10000] Instance: TSP100_457, dim: 100, BKS: 8.2393, NN cost: 9.2958, GAP: 12.8230%
[459/10000] Instance: TSP100_458, dim: 100, BKS: 7.8106, NN cost: 10.0823, GAP: 29.0861%
[460/10000] Instance: TSP100_459, dim: 100, BKS: 7.1841, NN cost: 8.5875, GAP: 19.5340%
[461/10000] Instance: TSP100_460, dim: 100, BKS: 7.8705, NN cost: 10.9108, GAP: 38.6284%
[462/10000] Instance: TSP100_461, dim: 100, BKS: 7.7241, NN cost: 9.2071, GAP: 19.1994%
[463/10000] Instance: TSP100_462, dim: 100, BKS: 7.7725, NN cost: 9.4495, GAP: 21.5759%
[464/10000] Instance: TSP100_463, dim: 100, BKS: 7.7364, NN cost: 10.3995, GAP: 34.4224%
[465/10000] Instance: TSP100_464, dim: 100, BKS: 7.5567, NN cost: 8.9235, GAP: 18.0881%
[466/10000] Instance: TSP100_465, dim: 100, BKS: 7.9066, NN cost: 10.1426, GAP: 28.2791%
[467/10000] Instance: TSP100_466, dim: 100, BKS: 7.4777, NN cost: 8.4431, GAP: 12.9097%
[468/10000] Instance: TSP100_467, dim: 100, BKS: 7.4316, NN cost: 9.1775, GAP: 23.4922%
[469/10000] Instance: TSP100_468, dim: 100, BKS: 8.1193, NN cost: 9.3484, GAP: 15.1374%
[470/10000] Instance: TSP100_469, dim: 100, BKS: 7.6215, NN cost: 9.6815, GAP: 27.0284%
[471/10000] Instance: TSP100_470, dim: 100, BKS: 7.8132, NN cost: 9.8098, GAP: 25.5533%
[472/10000] Instance: TSP100_471, dim: 100, BKS: 7.7932, NN cost: 10.4460, GAP: 34.0407%
[473/10000] Instance: TSP100_472, dim: 100, BKS: 7.9680, NN cost: 10.2291, GAP: 28.3775%
[474/10000] Instance: TSP100_473, dim: 100, BKS: 7.9149, NN cost: 9.0522, GAP: 14.3691%
[475/10000] Instance: TSP100_474, dim: 100, BKS: 8.0048, NN cost: 9.6587, GAP: 20.6618%
[476/10000] Instance: TSP100_475, dim: 100, BKS: 7.3393, NN cost: 9.0387, GAP: 23.1550%
[477/10000] Instance: TSP100_476, dim: 100, BKS: 7.8544, NN cost: 8.8195, GAP: 12.2863%
[478/10000] Instance: TSP100_477, dim: 100, BKS: 8.1465, NN cost: 9.5923, GAP: 17.7464%
[479/10000] Instance: TSP100_478, dim: 100, BKS: 7.4541, NN cost: 8.3571, GAP: 12.1140%
[480/10000] Instance: TSP100_479, dim: 100, BKS: 7.8754, NN cost: 9.5943, GAP: 21.8267%
[481/10000] Instance: TSP100_480, dim: 100, BKS: 7.9749, NN cost: 9.7421, GAP: 22.1587%
[482/10000] Instance: TSP100_481, dim: 100, BKS: 7.5735, NN cost: 9.1820, GAP: 21.2371%
[483/10000] Instance: TSP100_482, dim: 100, BKS: 7.7677, NN cost: 9.2535, GAP: 19.1285%
[484/10000] Instance: TSP100_483, dim: 100, BKS: 7.5223, NN cost: 9.6731, GAP: 28.5922%
[485/10000] Instance: TSP100_484, dim: 100, BKS: 7.9513, NN cost: 9.5211, GAP: 19.7438%
[486/10000] Instance: TSP100_485, dim: 100, BKS: 7.8931, NN cost: 9.3185, GAP: 18.0589%
[487/10000] Instance: TSP100_486, dim: 100, BKS: 7.5764, NN cost: 9.5311, GAP: 25.7996%
[488/10000] Instance: TSP100_487, dim: 100, BKS: 7.6734, NN cost: 9.8403, GAP: 28.2383%
[489/10000] Instance: TSP100_488, dim: 100, BKS: 7.4467, NN cost: 8.2695, GAP: 11.0491%
[490/10000] Instance: TSP100_489, dim: 100, BKS: 7.7297, NN cost: 10.4524, GAP: 35.2246%
[491/10000] Instance: TSP100_490, dim: 100, BKS: 7.7874, NN cost: 9.2527, GAP: 18.8160%
[492/10000] Instance: TSP100_491, dim: 100, BKS: 7.5715, NN cost: 9.8708, GAP: 30.3682%
[493/10000] Instance: TSP100_492, dim: 100, BKS: 7.5417, NN cost: 9.2065, GAP: 22.0741%
[494/10000] Instance: TSP100_493, dim: 100, BKS: 7.6706, NN cost: 9.8081, GAP: 27.8655%
[495/10000] Instance: TSP100_494, dim: 100, BKS: 7.8886, NN cost: 9.8536, GAP: 24.9082%
[496/10000] Instance: TSP100_495, dim: 100, BKS: 7.6666, NN cost: 9.7119, GAP: 26.6786%
[497/10000] Instance: TSP100_496, dim: 100, BKS: 7.2783, NN cost: 9.4875, GAP: 30.3523%
[498/10000] Instance: TSP100_497, dim: 100, BKS: 8.0445, NN cost: 9.5559, GAP: 18.7888%
[499/10000] Instance: TSP100_498, dim: 100, BKS: 7.2394, NN cost: 9.3818, GAP: 29.5938%
[500/10000] Instance: TSP100_499, dim: 100, BKS: 7.4415, NN cost: 9.2629, GAP: 24.4756%
[501/10000] Instance: TSP100_500, dim: 100, BKS: 7.6852, NN cost: 8.8803, GAP: 15.5514%
[502/10000] Instance: TSP100_501, dim: 100, BKS: 8.0318, NN cost: 9.8598, GAP: 22.7600%
[503/10000] Instance: TSP100_502, dim: 100, BKS: 7.5579, NN cost: 9.8171, GAP: 29.8929%
[504/10000] Instance: TSP100_503, dim: 100, BKS: 7.8560, NN cost: 10.2134, GAP: 30.0065%
[505/10000] Instance: TSP100_504, dim: 100, BKS: 7.3850, NN cost: 9.1773, GAP: 24.2694%
